brokertitle,type,beds,bath,propertysqft,administrative_area_level_2,latitude,longitude,status,borough,bed_bath_ratio,price
Brokered by COMPASS,Condo for sale,1.6094379124341003,1.6094379124341003,8.217438537730187,United States,40.70799,-74.0021707,Pending,Manhattan,0.6931471805599453,15.201805169084134
Brokered by RE MAX Edge,House for sale,1.791759469228055,1.3862943611198906,7.0909098220799835,United States,40.618311,-73.997597,Pending,Brooklyn,0.9808292530117262,13.897091466615258
Brokered by COMPASS,Co-op for sale,1.3862943611198906,1.6094379124341003,7.6894662343551055,New York,40.7526263,-73.9658766,Pending,Manhattan,0.5596157879354227,14.669074885824411
Brokered by Keller Williams NYC,Condo for sale,1.0986122886681098,0.6931471805599453,6.642486801367256,New York,40.8525968,-73.9352912,Pending,Manhattan,1.0986122886681098,13.112315061750808
Brokered by COMPASS,Co-op for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,New York,40.7389643,-73.9791144,Pending,Manhattan,0.6931471805599453,12.948012371209098
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,1.3862943611198906,1.3862943611198906,7.6894662343551055,New York,40.7888952,-73.9545865,Pending,Manhattan,0.6931471805599453,15.03190617858502
Brokered by COMPASS,Townhouse for sale,1.791759469228055,1.6094379124341003,8.11522197256233,United States,40.7363219,-74.0018035,Pending,Manhattan,0.8109302162163288,16.376606423329896
Brokered by COMPASS,Co-op for sale,1.3862943611198906,1.0986122886681098,7.02197642307216,New York,40.8501059,-73.9387857,Pending,Manhattan,0.9162907318741551,13.639967177343745
other,Co-op for sale,1.3862943611198906,1.791759469228055,7.837159650001675,10310,40.6360373,-74.1236718,Contingent,Staten Island,0.4700036292457356,13.800296407488784
other,House for sale,1.6094379124341003,1.0986122886681098,7.6894662343551055,United States,40.5790771,-73.9425262,Pending,Brooklyn,1.0986122886681098,14.580978865220017
other,Co-op for sale,1.0986122886681098,1.0986122886681098,7.6894662343551055,New York,40.6965907,-73.9926789,Pending,Brooklyn,0.6931471805599453,14.389311544271775
other,House for sale,1.3862943611198906,1.0986122886681098,7.244941546337007,United States,40.7537084,-73.8542469,Pending,Queens,0.9162907318741551,13.623139877437296
other,House for sale,1.3862943611198906,1.0986122886681098,7.13966033596492,United States,40.5792491,-73.8470867,Pending,Staten Island,0.9162907318741551,13.81451105863119
other,House for sale,1.791759469228055,1.0986122886681098,7.6894662343551055,United States,40.593404,-73.775651,Pending,Queens,1.252762968495368,12.608202196848836
other,Co-op for sale,0.6931471805599453,0.6931471805599453,6.55250788703459,New York,40.7547282,-73.8859706,Pending,Queens,0.6931471805599453,12.608202196848836
Brokered by Keller Williams Rlty Landmark,House for sale,1.3862943611198906,0.6931471805599453,7.6894662343551055,United States,40.7220377,-73.8936918,Pending,Queens,1.3862943611198906,14.220976332738882
Brokered by E Realty International Corp,Condo for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,New York,40.8121684,-73.9523535,Pending,Manhattan,0.6931471805599453,13.38318953651709
other,House for sale,1.6094379124341003,1.0986122886681098,7.02197642307216,United States,40.5694974,-74.1237437,Pending,Staten Island,1.0986122886681098,13.38318953651709
Brokered by Serhant,Condo for sale,1.791759469228055,1.9459101490553132,8.421783006611578,New York,40.692916,-74.0008815,Pending,Brooklyn,0.6061358035703155,16.195056784687036
other,Condo for sale,0.6931471805599453,1.0986122886681098,7.2640301428995295,New York,40.7613258,-73.9774014,Pending,Manhattan,0.4054651081081644,14.690979711984754
Brokered by Winzone Realty Inc,Multi-family home for sale,1.791759469228055,1.0986122886681098,7.327123292259293,United States,40.7587767,-73.7908877,Pending,Queens,1.252762968495368,14.22030944419592
other,House for sale,1.0986122886681098,1.0986122886681098,6.799055862058796,United States,40.7452362,-73.7204545,Pending,Queens,0.6931471805599453,13.384729180332174
other,Multi-family home for sale,2.0794415416798357,1.3862943611198906,7.591357046698551,United States,40.6275175,-74.1233766,Pending,Staten Island,1.2039728043259361,13.70903942580019
other,Co-op for sale,1.0986122886681098,0.6931471805599453,7.6894662343551055,New York,40.7312799,-73.8192399,Pending,Queens,1.0986122886681098,12.945628585536271
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,2.4849066497880004,2.3978952727983707,10.085850775128717,United States,40.7616,-73.9761913,Pending,Manhattan,0.7419373447293773,17.840862266556567
other,Co-op for sale,1.0986122886681098,1.0986122886681098,7.208600337960199,New York,40.8938465,-73.9091368,Pending,Bronx,0.6931471805599453,12.834683971615659
other,Multi-family home for sale,2.1972245773362196,1.9459101490553132,8.152774052744075,United States,40.7189686,-73.8626041,Pending,Queens,0.8472978603872036,14.285514812209815
Brokered by Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,1.6094379124341003,1.0986122886681098,7.6783263565068856,United States,40.7750748,-73.9496097,Pending,Manhattan,1.0986122886681098,15.163583966004193
other,Multi-family home for sale,1.791759469228055,1.6094379124341003,7.6894662343551055,United States,40.6741308,-73.8908415,Pending,Brooklyn,0.8109302162163288,13.6967281480998
Brokered by Serhant,Condo for sale,1.0986122886681098,1.0986122886681098,7.53689712956617,New York,40.7194435,-74.0081022,Pending,Manhattan,0.6931471805599453,15.022977550498084
other,Townhouse for sale,1.9459101490553132,1.9459101490553132,8.562740006372207,United States,40.7863645,-73.9735331,Pending,Manhattan,0.6931471805599453,15.686543362051413
other,Co-op for sale,1.0986122886681098,0.6931471805599453,6.55250788703459,New York,40.7751901,-73.9090015,Pending,Queens,1.0986122886681098,12.506180941677357
other,Multi-family home for sale,2.302585092994046,1.9459101490553132,8.166216268592143,United States,40.583514,-73.9738903,Pending,Brooklyn,0.9162907318741551,14.22030944419592
other,House for sale,1.6094379124341003,1.6094379124341003,8.055157731819678,United States,40.5900537,-74.0906619,Pending,Staten Island,0.6931471805599453,14.1519120777994
Brokered by Brown Harris Stevens,Townhouse for sale,1.6094379124341003,1.3862943611198906,7.6894662343551055,United States,40.9083747,-73.8985781,Pending,Bronx,0.8472978603872036,13.710151153416941
other,Multi-family home for sale,1.791759469228055,1.3862943611198906,7.6894662343551055,United States,40.7313782,-73.8848912,Pending,Queens,0.9808292530117262,13.955273369904273
other,Multi-family home for sale,2.302585092994046,1.791759469228055,8.612685172875459,United States,40.8754624,-73.8807502,Pending,Bronx,1.0296194171811581,14.345550989235415
other,House for sale,1.3862943611198906,1.0986122886681098,6.9167150203536085,United States,40.621814,-74.1406264,Pending,Staten Island,0.9162907318741551,13.444446876573442
other,Condo for sale,0.6931471805599453,0.6931471805599453,6.930494765951626,New York,40.6275896,-74.0016198,Pending,Brooklyn,0.6931471805599453,13.369225017834633
other,House for sale,1.791759469228055,1.3862943611198906,7.819636302367592,United States,40.5786214,-73.9515728,Pending,Brooklyn,0.9808292530117262,14.345550989235415
other,Co-op for sale,1.0986122886681098,1.0986122886681098,7.1316985104669115,New York,40.7487581,-73.9782786,Pending,Manhattan,0.6931471805599453,13.887832149776026
other,Condo for sale,1.3862943611198906,1.6094379124341003,7.765569081097317,New York,40.7242197,-74.0056368,Pending,Manhattan,0.5596157879354227,15.555976908243359
other,Multi-family home for sale,2.70805020110221,2.1972245773362196,8.699681400989514,United States,40.8485623,-73.8574586,Pending,Bronx,1.0116009116784799,14.13396501635527
other,Condo for sale,1.0986122886681098,1.0986122886681098,7.6894662343551055,United States,40.7510826,-73.8738365,Pending,Queens,0.6931471805599453,13.270785106659046
other,Condo for sale,0.6931471805599453,0.6931471805599453,6.359573868672378,New York,40.6373585,-74.0272224,Pending,Brooklyn,0.6931471805599453,12.896719202134523
other,Co-op for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,New York,40.8455961,-73.8264218,Pending,Bronx,0.6931471805599453,12.031719258385396
other,Co-op for sale,0.6931471805599453,0.6931471805599453,6.508769136971682,United States,40.5791767,-74.1623976,Contingent,Staten Island,0.6931471805599453,12.724571752672464
other,Co-op for sale,1.0986122886681098,1.0986122886681098,7.6894662343551055,New York,40.7535399,-73.8868899,Pending,Queens,0.6931471805599453,13.592368256649284
other,Condo for sale,1.0986122886681098,1.0986122886681098,7.6894662343551055,New York,40.7046248,-73.8349003,Pending,Queens,0.6931471805599453,13.41204494952365
other,Co-op for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,New York,40.7864852,-73.8017612,Pending,Queens,0.6931471805599453,12.323860125621126
other,House for sale,1.3862943611198906,1.0986122886681098,7.3987862754199485,United States,40.5910792,-74.0801059,Pending,Staten Island,0.9162907318741551,13.53949483491245
other,Multi-family home for sale,2.5649493574615367,2.1972245773362196,8.537191877922927,United States,40.5745179,-74.0068304,Pending,Brooklyn,0.9162907318741551,14.50765773869101
other,Condo for sale,0.6931471805599453,1.0986122886681098,7.105786129481271,New York,40.7115725,-73.948677,Pending,Brooklyn,0.4054651081081644,14.220976332738882
other,Condo for sale,1.3862943611198906,0.6931471805599453,6.186208623900494,New York,40.590145,-73.9499887,Pending,Brooklyn,1.3862943611198906,12.502470376049185
Brokered by Winzone Realty Inc,Condo for sale,1.0986122886681098,1.0986122886681098,7.0825485693553,New York,40.7885879,-73.7872455,Pending,Queens,0.6931471805599453,13.589865129563993
other,Multi-family home for sale,2.0794415416798357,1.6094379124341003,8.18060094759445,United States,40.7221698,-73.9011088,Pending,Queens,1.0116009116784799,14.22030944419592
other,Multi-family home for sale,1.791759469228055,1.6094379124341003,7.6894662343551055,United States,40.6925254,-73.9260278,Pending,Brooklyn,0.8109302162163288,14.45472992420301
other,Condo for sale,1.3862943611198906,1.6094379124341003,7.6894662343551055,New York,40.7745073,-73.981428,Pending,Manhattan,0.5596157879354227,15.894327029328357
other,Condo for sale,1.0986122886681098,1.0986122886681098,7.6894662343551055,New York,40.7517561,-73.8344347,Pending,Queens,0.6931471805599453,13.303018546545275
Brokered by Corcoran East Side,Condo for sale,1.3862943611198906,1.3862943611198906,7.182352111885263,New York,40.7791164,-73.9482901,Pending,Manhattan,0.6931471805599453,14.580978865220017
Brokered by Keller Williams Rlty Landmark,House for sale,1.791759469228055,1.0986122886681098,8.24301946898925,United States,40.7782443,-73.7706926,Pending,Queens,1.252762968495368,14.913752444708727
other,House for sale,1.0986122886681098,0.6931471805599453,6.900730664045173,United States,40.8960621,-73.8441692,Pending,Bronx,1.0986122886681098,13.120363378739663
other,Townhouse for sale,1.3862943611198906,1.0986122886681098,7.425357887027151,New York,40.6280768,-74.1576108,Pending,Staten Island,0.9162907318741551,13.217673557208654
other,Co-op for sale,1.0986122886681098,0.6931471805599453,7.00397413672268,New York,40.6068092,-73.9590334,Pending,Brooklyn,1.0986122886681098,12.487488878546145
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,1.0986122886681098,1.0986122886681098,7.244941546337007,New York County,40.761255,-73.9744834,Pending,Manhattan,0.6931471805599453,12.660331092405906
Brokered by COMPASS,Co-op for sale,1.0986122886681098,0.6931471805599453,7.6894662343551055,New York,40.8101633,-73.9387972,Pending,Manhattan,1.0986122886681098,12.660331092405906
Brokered by COMPASS,Townhouse for sale,0.6931471805599453,1.0986122886681098,8.503297086224126,United States,40.7168184,-74.0085588,Pending,Manhattan,0.4054651081081644,15.796512164761882
Brokered by COMPASS,Co-op for sale,1.0986122886681098,0.6931471805599453,6.846943139585379,New York,40.7691866,-73.9544795,Pending,Manhattan,1.0986122886681098,13.70903942580019
other,Multi-family home for sale,3.713572066704308,3.044522437723423,9.648659816955295,United States,40.7514679,-73.8726192,Pending,Queens,1.0986122886681098,15.60393129315088
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,1.0986122886681098,1.0986122886681098,7.833203948641057,New York,40.7242452,-74.0008671,Pending,Manhattan,0.6931471805599453,15.424948670398354
other,House for sale,1.3862943611198906,0.6931471805599453,7.428927194802272,United States,40.6249039,-74.0253417,Pending,Brooklyn,1.3862943611198906,13.863348840666827
other,Co-op for sale,1.3862943611198906,1.0986122886681098,7.244941546337007,New York,40.7047878,-73.8344551,Pending,Queens,0.9162907318741551,12.993395271417636
other,Multi-family home for sale,2.1972245773362196,1.6094379124341003,8.10832229017324,United States,40.8307543,-73.8757325,Pending,Bronx,1.0986122886681098,13.981025843899115
Brokered by COMPASS,Condo for sale,1.3862943611198906,1.0986122886681098,7.37650812632622,New York,40.6163434,-74.0377889,Pending,Brooklyn,0.9162907318741551,14.096923772119156
other,House for sale,1.791759469228055,1.6094379124341003,7.564757012905729,United States,40.5999698,-73.7455103,Pending,Queens,0.8109302162163288,14.204169225721929
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,1.791759469228055,1.0986122886681098,7.6894662343551055,New York,40.768301,-73.9697336,Pending,Manhattan,1.252762968495368,17.622173069956816
Brokered by COMPASS,Co-op for sale,1.0986122886681098,1.0986122886681098,7.6894662343551055,New York,40.7324629,-73.9972883,Pending,Manhattan,0.6931471805599453,14.669926311652166
Brokered by Keller Williams Rlty Landmark,Multi-family home for sale,1.6094379124341003,1.0986122886681098,7.6894662343551055,United States,40.6382091,-73.9325492,Pending,Brooklyn,1.0986122886681098,13.578522867254332
Brokered by COMPASS,Condo for sale,0.6931471805599453,1.0986122886681098,6.825460036255307,New York,40.7645034,-73.9648503,Pending,Manhattan,0.4054651081081644,14.13396501635527
other,Co-op for sale,1.0986122886681098,0.6931471805599453,6.90875477931522,New York,40.7759205,-73.9861034,Pending,Manhattan,1.0986122886681098,13.76421831620775
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Multi-family home for sale,1.791759469228055,1.3862943611198906,7.560601162768557,United States,40.6512263,-74.0131317,Pending,Brooklyn,0.9808292530117262,14.058457520888082
other,Multi-family home for sale,2.4849066497880004,1.9459101490553132,7.714677473800927,United States,40.6941915,-73.913053,Pending,Brooklyn,1.041453874828161,14.122260428968183
other,Townhouse for sale,1.6094379124341003,1.791759469228055,8.339978571990427,United States,40.6894191,-73.9977098,Pending,Brooklyn,0.5877866649021191,15.760706309040964
other,Co-op for sale,1.0986122886681098,0.6931471805599453,7.6894662343551055,United States,40.7272034,-73.8471901,Pending,Queens,1.0986122886681098,13.120363378739663
other,Co-op for sale,0.6931471805599453,0.6931471805599453,6.493753839851686,New York,40.7376662,-73.8566546,Pending,Queens,0.6931471805599453,12.230770136157428
other,House for sale,1.3862943611198906,1.0986122886681098,7.244941546337007,United States,40.5856655,-73.9472452,Pending,Brooklyn,0.9162907318741551,13.790193775620484
other,Multi-family home for sale,1.9459101490553132,1.0986122886681098,7.745435610274381,United States,40.8244358,-73.8633737,Pending,Bronx,1.3862943611198906,13.384729180332174
Brokered by Corcoran East Side,Co-op for sale,1.3862943611198906,0.6931471805599453,7.6894662343551055,New York,40.7558223,-73.9655138,Pending,Manhattan,1.3862943611198906,12.821260987319457
other,Multi-family home for sale,1.3862943611198906,1.0986122886681098,7.6894662343551055,United States,40.7392278,-73.8677036,Pending,Queens,0.9162907318741551,13.815510557964274
other,House for sale,1.0986122886681098,1.0986122886681098,7.046647277848756,United States,40.6658988,-73.9124097,Pending,Brooklyn,0.6931471805599453,13.215855541983634
Brokered by Corcoran Park Avenue South,Condo for sale,0.6931471805599453,1.0986122886681098,6.792344427470809,New York,40.7598542,-73.9874427,Pending,Manhattan,0.4054651081081644,13.910821646859095
other,House for sale,1.6094379124341003,1.6094379124341003,8.055475141757274,United States,40.5308796,-74.1913113,Pending,Staten Island,0.6931471805599453,13.94566212039206
Brokered by E Realty International Corp,Condo for sale,1.3862943611198906,1.0986122886681098,6.561030665896573,New York,40.7118928,-73.9940945,Pending,Manhattan,0.9162907318741551,13.63877457278093
other,Condo for sale,1.6094379124341003,1.6094379124341003,8.105005537547246,New York County,40.7405179,-73.9881093,Pending,Manhattan,0.6931471805599453,16.64842979995319
other,Multi-family home for sale,1.791759469228055,1.3862943611198906,8.014666370464942,United States,40.8770223,-73.8585612,Pending,Bronx,0.9808292530117262,13.652992804936396
Brokered by RE MAX Edge,Co-op for sale,1.3862943611198906,0.6931471805599453,6.311734809152915,New York,40.621071,-73.969227,Pending,Brooklyn,1.3862943611198906,12.296831574998258
other,Multi-family home for sale,1.9459101490553132,1.6094379124341003,7.6894662343551055,United States,40.7635384,-73.8628798,Pending,Queens,0.9162907318741551,14.096923772119156
other,House for sale,1.3862943611198906,1.0986122886681098,7.601402334583733,United States,40.6995553,-73.7527095,Pending,Queens,0.9162907318741551,13.38318953651709
other,Co-op for sale,0.6931471805599453,0.6931471805599453,6.7464121285733745,Bronx County,40.8858375,-73.9088586,Pending,Bronx,0.6931471805599453,12.367345048436391
other,Co-op for sale,1.3862943611198906,0.6931471805599453,6.957497370876951,New York,40.749516,-73.8822296,Pending,Queens,1.3862943611198906,13.367661298303675
Brokered by COMPASS,Co-op for sale,1.0986122886681098,0.6931471805599453,7.6894662343551055,New York,40.7669715,-73.9674377,Pending,Manhattan,1.0986122886681098,13.704580114574805
other,Co-op for sale,1.3862943611198906,0.6931471805599453,7.6894662343551055,New York,40.7877526,-73.9547413,Pending,Manhattan,1.3862943611198906,13.100119813444692
Brokered by Corcoran East Side,Multi-family home for sale,2.0794415416798357,2.1972245773362196,7.6894662343551055,United States,40.734814,-73.996305,Pending,Manhattan,0.6286086594223741,16.118095750958314
other,Co-op for sale,1.0986122886681098,1.0986122886681098,7.313886831633462,New York,40.7568337,-73.715194,Pending,Queens,0.6931471805599453,13.38318953651709
other,House for sale,1.9459101490553132,1.9459101490553132,8.188966863648876,United States,40.6824096,-73.9820791,Pending,Brooklyn,0.6931471805599453,14.843343022353025
other,Co-op for sale,1.3862943611198906,1.0986122886681098,7.1252830915107115,United States,40.5831679,-74.0887805,Contingent,Staten Island,0.9162907318741551,13.526228539614713
other,House for sale,1.3862943611198906,1.0986122886681098,7.048386408721883,United States,40.5302132,-74.1981906,Pending,Staten Island,0.9162907318741551,13.500664187489477
other,Multi-family home for sale,1.9459101490553132,1.6094379124341003,8.083637203141548,11237,40.7070524,-73.9232543,Pending,Brooklyn,0.9162907318741551,14.603968372873895
other,House for sale,1.3862943611198906,1.0986122886681098,7.6894662343551055,United States,40.71593,-73.8858453,Pending,Queens,0.9162907318741551,13.592368256649284
Brokered by COMPASS,Co-op for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,New York,40.743373,-73.983626,Pending,Manhattan,0.6931471805599453,13.670485941982712
Brokered by COMPASS,Condo for sale,1.0986122886681098,1.0986122886681098,7.305860032684009,New York,40.7155919,-73.9912903,Pending,Manhattan,0.6931471805599453,14.827111833279051
Brokered by Brown Harris Stevens,Co-op for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,New York,40.8544444,-73.9377977,Pending,Manhattan,0.6931471805599453,12.703816069256568
Brokered by E Realty International Corp,Condo for sale,1.0986122886681098,1.0986122886681098,6.68586094706836,New York,40.7427705,-73.8727516,Pending,Queens,0.6931471805599453,13.493928313146206
other,House for sale,1.3862943611198906,1.0986122886681098,7.149131598557407,United States,40.6111849,-74.0753235,Pending,Staten Island,0.9162907318741551,13.304684934198283
other,Co-op for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,New York,40.7282586,-73.8513251,Pending,Queens,0.6931471805599453,12.896719202134523
Brokered by EXP Realty,Co-op for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,United States,40.7272034,-73.8471901,Pending,Queens,0.6931471805599453,12.502470376049185
other,Co-op for sale,0.6931471805599453,0.6931471805599453,6.621405651764134,New York,40.7326518,-73.8546547,Pending,Queens,0.6931471805599453,12.425212191503038
other,Co-op for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,New York,40.8531021,-73.8636237,Pending,Bronx,0.6931471805599453,12.040614105490253
Brokered by Brown Harris Stevens,Co-op for sale,1.3862943611198906,0.6931471805599453,7.6894662343551055,New York,40.7257358,-74.0017575,Pending,Manhattan,1.3862943611198906,12.983103608918753
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1.0986122886681098,1.0986122886681098,6.9726062513017535,New York,40.7200818,-73.9473654,Pending,Brooklyn,0.6931471805599453,14.115615891155079
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,2.0794415416798357,2.1972245773362196,8.517393171418904,United States,40.7345979,-74.0029107,Pending,Manhattan,0.6286086594223741,15.984564372619506
other,House for sale,1.3862943611198906,1.0986122886681098,7.6894662343551055,United States,40.6695084,-73.8779921,Pending,Brooklyn,0.9162907318741551,12.560247968016562
other,Townhouse for sale,2.70805020110221,2.0794415416798357,8.760296220470051,United States,40.8426571,-73.8884167,Pending,Bronx,1.0986122886681098,14.220976332738882
other,Co-op for sale,1.3862943611198906,0.6931471805599453,7.6894662343551055,New York,40.7104509,-73.7982064,Pending,Queens,1.3862943611198906,11.767575435251748
other,Co-op for sale,1.0986122886681098,0.6931471805599453,7.080867896690782,United States,40.5019991,-74.2372284,Contingent,Staten Island,1.0986122886681098,13.036807667689546
Brokered by Winzone Realty Inc,Co-op for sale,1.3862943611198906,1.0986122886681098,7.2485040723706105,United States,40.7381853,-73.8581248,Pending,Queens,0.9162907318741551,12.959846800844963
Brokered by COMPASS,Co-op for sale,1.0986122886681098,0.6931471805599453,7.6894662343551055,New York,40.6657959,-73.9527658,Pending,Brooklyn,1.0986122886681098,13.450228680410094
other,Condo for sale,1.3862943611198906,1.0986122886681098,6.777646593635117,New York,40.7019793,-73.8942094,Pending,Queens,0.9162907318741551,13.26212705890841
other,Condo for sale,1.0986122886681098,1.0986122886681098,7.19668657083435,United States,40.6819719,-73.9903277,Pending,Brooklyn,0.6931471805599453,14.626441218624949
Brokered by COMPASS,Townhouse for sale,2.3978952727983707,2.3978952727983707,8.987321812850125,United States,40.7369927,-73.9868876,Pending,Manhattan,0.6931471805599453,16.11308320963728
other,Condo for sale,1.0986122886681098,1.0986122886681098,6.842683282238422,New York,40.8236857,-73.8611313,Pending,Bronx,0.6931471805599453,12.676079399771027
Brokered by COMPASS,Co-op for sale,1.0986122886681098,0.6931471805599453,7.6894662343551055,New York,40.7540096,-73.9637466,Pending,Manhattan,1.0986122886681098,13.758941264676379
other,House for sale,1.0986122886681098,0.6931471805599453,6.502790045915623,United States,40.5724498,-74.0909716,Pending,Staten Island,1.0986122886681098,12.886643575525625
Brokered by Keller Williams NYC,Condo for sale,0.6931471805599453,0.6931471805599453,6.244166900663736,New York,40.6660348,-73.9612418,Pending,Brooklyn,0.6931471805599453,12.779875885354993
Brokered by COMPASS,Co-op for sale,1.791759469228055,1.6094379124341003,8.38958706681109,United States,40.6832052,-73.9491758,Pending,Brooklyn,0.8109302162163288,14.731801689838349
other,House for sale,1.9459101490553132,1.791759469228055,8.748463629942055,United States,40.5462525,-74.1481727,Pending,Staten Island,0.7884573603642702,14.827111833279051
Brokered by COMPASS,Co-op for sale,1.0986122886681098,0.6931471805599453,6.846943139585379,New York,40.7691866,-73.9544795,Pending,Manhattan,1.0986122886681098,13.70903942580019
other,Co-op for sale,1.0986122886681098,1.0986122886681098,7.6894662343551055,New York,40.7223099,-73.84153,Pending,Queens,0.6931471805599453,13.235693848424024
other,Co-op for sale,1.0986122886681098,0.6931471805599453,7.6894662343551055,New York,40.7052273,-73.8336358,Pending,Queens,1.0986122886681098,12.762830066509972
Brokered by RE MAX Edge,Multi-family home for sale,2.4849066497880004,1.9459101490553132,7.6894662343551055,United States,40.6186409,-73.9389327,Pending,Brooklyn,1.041453874828161,13.813509557297108
Brokered by RE MAX Edge,Co-op for sale,1.3862943611198906,0.6931471805599453,6.478509642208569,New York,40.6449836,-73.9738362,Pending,Brooklyn,1.3862943611198906,12.201065128819632
other,Multi-family home for sale,1.6094379124341003,1.0986122886681098,7.704361167910313,United States,40.6405612,-73.9333874,Pending,Brooklyn,1.0986122886681098,13.652991628466498
other,House for sale,1.3862943611198906,1.0986122886681098,7.130098510125578,United States,40.6137764,-74.1600305,Pending,Staten Island,0.9162907318741551,13.442998001373553
other,Multi-family home for sale,1.3862943611198906,1.0986122886681098,7.6894662343551055,United States,40.757489,-73.9116062,Pending,Queens,0.9162907318741551,13.90626583447433
other,Multi-family home for sale,3.4339872044851463,3.044522437723423,9.820160289946374,United States,40.6351799,-73.9646138,Pending,Brooklyn,0.9162907318741551,15.068273812173887
other,Co-op for sale,1.3862943611198906,1.0986122886681098,7.3783837129967145,United States,40.7813792,-73.9554399,Pending,Manhattan,0.9162907318741551,13.527829818844937
Brokered by COMPASS,House for sale,1.3862943611198906,1.0986122886681098,7.650168700845001,New York,40.643712,-73.976793,Pending,Brooklyn,0.9162907318741551,14.380256592224367
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,0.6931471805599453,1.0986122886681098,7.6894662343551055,New York,40.769824,-73.9571759,Pending,Manhattan,0.4054651081081644,13.993657580167481
Brokered by RE MAX Edge,Co-op for sale,0.6931471805599453,0.6931471805599453,6.825460036255307,New York,40.614285,-74.0315729,Pending,Brooklyn,0.6931471805599453,12.834683971615659
other,Co-op for sale,1.3862943611198906,1.0986122886681098,7.161622002939187,United States,40.6166867,-74.1576647,Contingent,Staten Island,0.9162907318741551,13.120363378739663
Brokered by COMPASS,Co-op for sale,1.0986122886681098,0.6931471805599453,7.6894662343551055,New York,40.7689684,-73.9543121,Pending,Manhattan,1.0986122886681098,13.753636218075409
Brokered by COMPASS,Townhouse for sale,1.791759469228055,1.0986122886681098,8.310414994188292,United States,40.7463287,-74.0034571,Pending,Manhattan,1.252762968495368,15.761349418764354
Brokered by Corcoran Brooklyn Heights,Multi-family home for sale,1.9459101490553132,1.791759469228055,7.6894662343551055,United States,40.6842265,-73.9145419,Pending,Brooklyn,0.7884573603642702,14.151979937438549
Brokered by Corcoran Park Slope,Co-op for sale,1.3862943611198906,1.3862943611198906,7.6894662343551055,United States,40.6330746,-73.9014669,Pending,Brooklyn,0.6931471805599453,13.471612215950506
Brokered by COMPASS,Co-op for sale,1.0986122886681098,1.0986122886681098,7.6894662343551055,New York,40.7824047,-73.979261,Pending,Manhattan,0.6931471805599453,13.704580114574805
Brokered by EXP Realty,House for sale,1.3862943611198906,1.0986122886681098,6.634633357861686,United States,40.7392555,-73.8523054,Pending,Queens,0.9162907318741551,13.589865129563993
other,Multi-family home for sale,1.9459101490553132,1.791759469228055,7.6894662343551055,United States,40.7472951,-73.8164494,Pending,Queens,0.7884573603642702,14.639686439527019
other,Co-op for sale,0.6931471805599453,0.6931471805599453,6.68586094706836,New York,40.743059,-73.880983,Pending,Queens,0.6931471805599453,12.700771936142122
other,Condo for sale,1.0986122886681098,1.0986122886681098,7.6894662343551055,New York,40.7550154,-73.8329807,Pending,Queens,0.6931471805599453,13.31957518872681
other,Multi-family home for sale,1.791759469228055,1.3862943611198906,7.6894662343551055,United States,40.728555,-73.8780858,Pending,Queens,0.9808292530117262,14.115615891155079
other,House for sale,1.3862943611198906,1.0986122886681098,7.424165281042028,United States,40.8611137,-73.8439969,Pending,Bronx,0.9162907318741551,13.641158361294979
Brokered by RE MAX Edge,Multi-family home for sale,2.0794415416798357,1.3862943611198906,7.783640596221253,United States,40.649911,-74.007989,Pending,Brooklyn,1.2039728043259361,14.186384911433706
other,Co-op for sale,0.6931471805599453,0.6931471805599453,7.6894662343551055,New York,40.6661012,-73.8471882,Pending,Queens,0.6931471805599453,12.043553716032399
other,Multi-family home for sale,1.791759469228055,1.6094379124341003,8.235890725928495,United States,40.5461245,-74.1826661,Pending,Staten Island,0.8109302162163288,14.28551418721001
other,House for sale,1.3862943611198906,1.0986122886681098,7.244941546337007,United States,40.8464353,-73.8358298,Pending,Bronx,0.9162907318741551,13.3374763699232
Brokered by COMPASS,Townhouse for sale,1.9459101490553132,1.6094379124341003,8.675051276031818,United States,40.6777386,-73.9939495,Pending,Brooklyn,0.9162907318741551,15.201805169084134
Brokered by Serhant,Co-op for sale,1.3862943611198906,0.6931471805599453,7.6894662343551055,New York,40.7738633,-73.9465735,Pending,Manhattan,1.3862943611198906,12.896719202134523
