brokertitle,type,beds,bath,propertysqft,administrative_area_level_2,latitude,longitude,price,status,borough,bed_bath_ratio
Brokered by RE MAX Edge,Co-op for sale,2,2,1657.0,New York,40.5855624,-73.9669734,464998,Pending,Brooklyn,1.0
other,Multi-family home for sale,5,3,2080.0,United States,40.6005525,-74.1314512,869999,Pending,Staten Island,1.6666666666666667
Brokered by Brown Harris Stevens,Co-op for sale,1,1,1000.0,New York,40.8850075,-73.9070017,205000,Pending,Bronx,1.0
other,House for sale,5,2,2652.0,United States,40.6253464,-74.036404,1980000,Pending,Brooklyn,2.5
other,Condo for sale,2,2,966.0,New York,40.6109595,-74.060351,189000,Pending,Staten Island,1.0
Brokered by Winzone Realty Inc,Co-op for sale,1,1,850.0,New York,40.7254109,-73.8453358,304900,Pending,Queens,1.0
other,House for sale,4,4,1410.0,United States,40.607299,-74.159021,798000,Pending,Staten Island,1.0
other,Condo for sale,3,1,472.0,New York,40.800382,-73.953136,499000,Pending,Manhattan,3.0
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3,3,2184.207862,United States,40.7661258,-73.9779145,4650000,Pending,Manhattan,1.0
other,House for sale,4,2,1248.0,United States,40.6289462,-74.1388487,499999,Pending,Staten Island,2.0
other,Co-op for sale,3,2,2184.207862,New York,40.7318958,-73.8599645,567000,Pending,Queens,1.5
Brokered by Serhant,Townhouse for sale,5,5,2184.207862,United States,40.7758194,-73.9785263,14900000,Pending,Manhattan,1.0
other,House for sale,3,3,2184.207862,United States,40.724706,-73.7957477,1350000,Pending,Queens,1.0
other,Co-op for sale,3,2,2184.207862,United States,40.5938747,-73.9742907,2500000,Pending,Brooklyn,1.5
other,Multi-family home for sale,4,2,2184.207862,10466,40.8871714,-73.8506752,689000,Pending,Bronx,2.0
other,House for sale,4,3,2364.0,United States,40.7773521,-73.7464296,1688888,Pending,Queens,1.3333333333333333
other,Condo for sale,1,1,2184.207862,New York,40.751918,-73.9698335,1080000,Pending,Manhattan,1.0
other,Multi-family home for sale,4,3,1176.0,10303,40.638069,-74.1627747,599000,Pending,Staten Island,1.3333333333333333
other,Co-op for sale,2,2,1804.0,New York,40.7241512,-73.9992064,3125000,Pending,Manhattan,1.0
other,Condo for sale,3,2,2184.207862,United States,40.761661,-73.9653315,649000,Pending,Manhattan,1.5
other,Co-op for sale,3,2,1943.0,United States,40.5478529,-74.1993422,619000,Contingent,Staten Island,1.5
other,Co-op for sale,3,2,1902.0,United States,40.7118832,-73.947991,2100000,Pending,Brooklyn,1.5
Brokered by RE MAX Edge,Multi-family home for sale,15,9,3600.0,United States,40.5784496,-73.9827389,2999999,Pending,Brooklyn,1.6666666666666667
other,Multi-family home for sale,3,2,2184.207862,United States,40.8585142,-73.8918995,350000,Pending,Bronx,1.5
other,Multi-family home for sale,10,6,4500.0,United States,40.6378136,-74.0266176,1299000,Pending,Brooklyn,1.6666666666666667
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,2,2,2184.207862,New York,40.7373809,-74.0040989,2250000,Pending,Manhattan,1.0
other,House for sale,2,2,750.0,United States,40.5817208,-73.9645608,689000,Pending,Brooklyn,1.0
other,Townhouse for sale,3,2,1734.0,United States,40.7607676,-73.9056672,975000,Pending,Queens,1.5
other,House for sale,3,2,2256.0,United States,40.5518357,-74.1483332,849000,Pending,Staten Island,1.5
other,House for sale,3,2,2184.207862,United States,40.6226706,-73.9327329,835000,Pending,Brooklyn,1.5
other,Co-op for sale,3,1,363.0,New York,40.6770084,-73.9444319,275000,Contingent,Brooklyn,3.0
Brokered by Winzone Realty Inc,House for sale,3,1,2184.207862,United States,40.7493551,-73.9158547,1295000,Pending,Queens,3.0
other,Multi-family home for sale,6,2,3144.0,United States,40.8451067,-73.8601577,999000,Pending,Bronx,3.0
other,Multi-family home for sale,11,6,4350.0,United States,40.7494168,-73.8637412,1149000,Pending,Queens,1.8333333333333333
Brokered by COMPASS,Co-op for sale,3,2,1200.0,United States,40.7329909,-73.8586242,500000,Pending,Queens,1.5
other,Co-op for sale,5,2,2184.207862,United States,40.7227469,-73.8941061,999000,Pending,Queens,2.5
other,Co-op for sale,2,1,1100.0,New York,40.6944364,-73.9986563,1150000,Contingent,Brooklyn,2.0
other,House for sale,6,4,2184.207862,United States,40.5997298,-73.7467974,1350000,Pending,Queens,1.5
other,Condo for sale,2,1,550.0,New York,40.6141211,-73.9966616,568000,Pending,Brooklyn,2.0
other,Townhouse for sale,5,6,2184.207862,United States,40.7857744,-73.9562222,15850000,Pending,Manhattan,0.8333333333333334
other,Co-op for sale,3,1,1200.0,New York,40.5862693,-73.9407123,300000,Pending,Brooklyn,3.0
Brokered by Winzone Realty Inc,Multi-family home for sale,12,3,2681.0,United States,40.712448,-73.800851,1380000,Pending,Queens,4.0
other,Multi-family home for sale,5,3,2184.207862,United States,40.8296973,-73.8768124,825000,Pending,Bronx,1.6666666666666667
other,Condo for sale,1,1,971.0,New York,40.6725244,-73.9631215,995000,Pending,Brooklyn,1.0
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,2,2,1700.0,New York,40.7592091,-73.9760875,3900000,Pending,Manhattan,1.0
other,House for sale,3,3,2184.207862,United States,40.71176,-73.753743,859000,Pending,Queens,1.0
other,Co-op for sale,2,1,850.0,New York,40.8813916,-73.8757001,170000,Pending,Bronx,2.0
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,3,1,2184.207862,New York,40.8211783,-73.956073,475000,Pending,Manhattan,3.0
other,Condo for sale,1,2,637.0,United States,40.8389649,-73.8613485,200000,Pending,Bronx,0.5
Brokered by Brown Harris Stevens,Condo for sale,4,4,2120.0,New York,40.8115505,-73.959759,3550000,Pending,Manhattan,1.0
other,House for sale,3,2,2184.207862,United States,40.657686,-73.8489131,995000,Pending,Queens,1.5
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,3,1,446.0,New York,40.7670912,-73.9616292,550000,Pending,Manhattan,3.0
other,Multi-family home for sale,6,3,1526.0,United States,40.8505252,-73.856443,869000,Pending,Bronx,2.0
Brokered by COMPASS,Co-op for sale,3,1,2184.207862,New York,40.7556998,-73.9717539,350000,Pending,Manhattan,3.0
other,Multi-family home for sale,6,2,2184.207862,United States,40.629645,-74.0292549,1699000,Pending,Brooklyn,3.0
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1,2,2184.207862,New York,40.761641,-73.9702246,595000,Pending,Manhattan,0.5
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,1,1,2184.207862,New York,40.7707242,-73.9542132,795000,Pending,Manhattan,1.0
Brokered by Corcoran Brooklyn Heights,Condo for sale,2,2,1144.0,New York,40.6912454,-73.9154184,1075000,Pending,Brooklyn,1.0
other,Multi-family home for sale,5,3,1890.0,11229,40.6065668,-73.9413437,938000,Pending,Brooklyn,1.6666666666666667
Brokered by Brown Harris Stevens,Condo for sale,3,4,2926.0,New York,40.7412931,-73.981837,9995000,Pending,Manhattan,0.75
other,House for sale,7,3,2385.0,United States,40.8969146,-73.8654984,400000,Pending,Bronx,2.3333333333333335
other,House for sale,4,3,2184.207862,United States,40.7492036,-73.7045081,999000,Pending,Queens,1.3333333333333333
Brokered by Brown Harris Stevens,Condo for sale,3,1,458.0,New York,40.7282026,-73.9504745,625000,Pending,Brooklyn,3.0
other,Condo for sale,3,2,1546.0,New York,40.8018548,-73.9672877,1995000,Pending,Manhattan,1.5
other,Co-op for sale,1,1,2184.207862,New York,40.7505816,-73.8847602,398800,Pending,Queens,1.0
other,Co-op for sale,3,1,475.0,New York,40.7308814,-73.9937801,439000,Pending,Manhattan,3.0
other,Multi-family home for sale,4,4,2880.0,United States,40.6938815,-73.9983127,3650000,Pending,Brooklyn,1.0
other,Co-op for sale,2,1,800.0,New York,40.7896573,-73.9673229,699000,Pending,Manhattan,2.0
other,Condo for sale,1,2,1600.0,New York,40.7015519,-73.995867,3000000,Pending,Brooklyn,0.5
other,Co-op for sale,5,3,2000.0,United States,40.6857875,-73.7538304,779000,Pending,Queens,1.6666666666666667
other,Condo for sale,4,5,4264.0,New York,40.7474926,-74.0072666,15250000,Pending,Manhattan,0.8
other,Co-op for sale,3,3,2184.207862,New York,40.7882884,-73.9674607,6700000,Pending,Manhattan,1.0
other,Co-op for sale,5,4,2184.207862,United States,40.6960034,-73.8584205,1399000,Pending,Queens,1.25
Brokered by Keller Williams NYC,Townhouse for sale,6,4,3340.0,United States,40.6694134,-73.9802538,3800000,Pending,Brooklyn,1.5
other,Co-op for sale,1,1,750.0,New York,40.6347271,-74.036817,305000,Pending,Brooklyn,1.0
other,Condo for sale,1,2,1151.0,New York,40.6764286,-74.013234,899000,Pending,Brooklyn,0.5
other,Multi-family home for sale,5,2,2208.0,United States,40.6697911,-73.9348558,1325000,Pending,Brooklyn,2.5
Brokered by COMPASS,Co-op for sale,1,1,2184.207862,New York,40.7640805,-73.9818551,695000,Pending,Manhattan,1.0
other,Co-op for sale,5,2,1886.0,United States,40.6211924,-73.905796,559900,Pending,Brooklyn,2.5
other,Co-op for sale,3,1,2184.207862,New York,40.7466605,-73.9758035,420000,Pending,Manhattan,3.0
other,House for sale,3,2,1352.0,United States,40.871637,-73.8984353,1150000,Pending,Bronx,1.5
Brokered by Corcoran Park Slope,Co-op for sale,3,2,1250.0,United States,40.6165969,-74.1340662,699000,Pending,Staten Island,1.5
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,3,2,2693.0,New York,40.7404065,-73.9970822,3550000,Pending,Manhattan,1.5
Brokered by Brown Harris Stevens,Co-op for sale,2,1,2184.207862,New York,40.890384,-73.9117878,309000,Pending,Bronx,2.0
other,Co-op for sale,5,4,2184.207862,United States,40.7090268,-73.8335998,1199000,Pending,Queens,1.25
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,1,1,2184.207862,New York,40.7562792,-73.8758052,229000,Pending,Queens,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.7643563,-73.9727544,935000,Pending,Manhattan,1.0
other,Co-op for sale,2,1,2184.207862,New York,40.8025988,-73.9673459,625000,Pending,Manhattan,2.0
other,Condo for sale,5,4,3075.0,New York,40.8879309,-73.9121663,1995000,Pending,Bronx,1.25
other,Co-op for sale,2,4,2184.207862,New York,40.7694785,-73.9653889,1950000,Pending,Manhattan,0.5
Brokered by Corcoran East Side,Condo for sale,2,2,2184.207862,New York,40.7954592,-73.9753123,1795000,Pending,Manhattan,1.0
Brokered by Corcoran East Side,Condo for sale,2,2,2184.207862,United States,40.7791814,-73.9472929,1375000,Pending,Manhattan,1.0
Brokered by Corcoran East Side,House for sale,6,8,8400.0,United States,40.7675628,-73.967656,24500000,Pending,Manhattan,0.75
other,Co-op for sale,1,1,1078.0,New York,40.8915963,-73.8989828,209000,Pending,Bronx,1.0
other,Co-op for sale,3,1,2184.207862,New York,40.7758661,-73.981473,395000,Pending,Manhattan,3.0
other,Townhouse for sale,4,4,3400.0,United States,40.6910365,-73.9924723,6995000,Pending,Brooklyn,1.0
other,House for sale,3,2,2184.207862,United States,40.8112605,-73.855529,449500,Pending,Bronx,1.5
other,Co-op for sale,3,1,2184.207862,New York,40.8323885,-73.9433069,399000,Pending,Manhattan,3.0
other,Co-op for sale,1,1,450.0,New York,40.8423705,-73.9234444,90000,Pending,Bronx,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.7467824,-73.9119505,375000,Pending,Queens,1.0
Brokered by E Realty International Corp,House for sale,4,3,2184.207862,United States,40.7684367,-73.7969886,1250000,Pending,Queens,1.3333333333333333
other,Co-op for sale,4,2,1800.0,United States,40.768361,-73.7747442,1399000,Pending,Queens,2.0
other,Multi-family home for sale,3,7,2184.207862,United States,40.5757955,-74.009975,2295000,Pending,Brooklyn,0.42857142857142855
Brokered by Sowae Corp,House for sale,3,2,1536.0,United States,40.6423112,-74.0943328,285000,Pending,Staten Island,1.5
Brokered by Corcoran East Side,Condo for sale,2,2,1160.0,New York,40.7822235,-73.9509367,1295000,Pending,Manhattan,1.0
other,Co-op for sale,2,1,1000.0,New York,40.5864616,-73.9410656,279000,Pending,Brooklyn,2.0
other,Multi-family home for sale,14,9,2184.207862,United States,40.7617519,-73.7968967,2780000,Pending,Queens,1.5555555555555556
other,Condo for sale,2,2,1860.0,New York,40.7879226,-73.7863723,1090000,Pending,Queens,1.0
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,5,4,4000.0,United States,40.7685714,-73.959526,6500000,Pending,Manhattan,1.25
other,House for sale,4,2,2200.0,United States,40.6795412,-73.8904428,950000,Pending,Brooklyn,2.0
Brokered by Keller Williams NYC,Co-op for sale,3,1,2184.207862,New York,40.7362367,-74.0070136,650000,Pending,Manhattan,3.0
other,Co-op for sale,1,1,2184.207862,New York,40.7104509,-73.7982064,155000,Pending,Queens,1.0
Brokered by EXP Realty,House for sale,3,2,864.0,United States,40.5993523,-74.0953882,669000,Pending,Staten Island,1.5
other,Condo for sale,3,2,2184.207862,United States,40.7668236,-73.9239725,399000,Pending,Queens,1.5
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3,4,2600.0,New York,40.7824395,-73.9561648,4695000,Pending,Manhattan,0.75
other,House for sale,3,2,1216.0,United States,40.571871,-74.1276199,629000,Pending,Staten Island,1.5
other,Multi-family home for sale,5,3,1740.0,United States,40.6778227,-73.8350282,949999,Pending,Queens,1.6666666666666667
other,Townhouse for sale,3,2,1890.0,United States,40.630181,-74.1228208,499000,Pending,Staten Island,1.5
other,Condo for sale,2,2,1927.0,New York,40.677514,-73.986803,2695000,Pending,Brooklyn,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.7869306,-73.980845,1399000,Pending,Manhattan,1.0
Brokered by COMPASS,Condo for sale,1,1,2184.207862,New York,40.737308,-74.0046666,2250000,Pending,Manhattan,1.0
other,Multi-family home for sale,11,3,3210.0,United States,40.844215,-73.8799388,980000,Pending,Bronx,3.6666666666666665
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,4,4,10000.0,United States,40.7195687,-74.0094317,19499999,Pending,Manhattan,1.0
Brokered by Corcoran East Side,House for sale,4,2,3100.0,United States,40.7742274,-73.9588396,4900000,Pending,Manhattan,2.0
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,2,2,2184.207862,New York,40.7267495,-73.9938034,2950000,Pending,Manhattan,1.0
Brokered by E Realty International Corp,Multi-family home for sale,7,7,4600.0,United States,40.74073,-73.852058,1690000,Pending,Queens,1.0
other,House for sale,3,2,1232.0,United States,40.5527401,-74.1995549,499900,Pending,Staten Island,1.5
Brokered by COMPASS,Condo for sale,3,3,1638.0,New York,40.7585686,-73.9669708,2100000,Pending,Manhattan,1.0
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.7512999,-73.88932,725000,Pending,Queens,1.0
other,Co-op for sale,3,2,1188.0,United States,40.549099,-74.2148258,479888,Contingent,Staten Island,1.5
Brokered by COMPASS,Co-op for sale,2,2,1350.0,New York,40.7790487,-73.984824,1950000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,2184.207862,United States,40.7379227,-73.8470718,279000,Pending,Queens,1.0
other,Co-op for sale,3,1,450.0,New York,40.7361563,-73.9977295,500000,Pending,Manhattan,3.0
other,Condo for sale,3,2,1027.0,New York,40.7929253,-73.9404138,750000,Pending,Manhattan,1.5
other,Condo for sale,1,1,1073.0,New York,40.8387144,-73.9369924,575000,Pending,Manhattan,1.0
other,House for sale,3,2,2184.207862,United States,40.6957516,-73.7490297,559900,Pending,Queens,1.5
other,House for sale,3,2,1596.0,United States,40.7685072,-73.8246067,911600,Pending,Queens,1.5
other,Co-op for sale,1,1,2184.207862,New York,40.8789773,-73.916004,199000,Pending,Bronx,1.0
other,Co-op for sale,6,4,2184.207862,United States,40.6412495,-74.083228,599900,Pending,Staten Island,1.5
Brokered by Corcoran Park Avenue South,Condo for sale,1,1,826.0,New York County,40.7324605,-73.9936315,1995000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,578.0,New York,40.706541,-74.0158244,599000,Contingent,Manhattan,1.0
other,Co-op for sale,1,1,750.0,New York,40.9047804,-73.9057444,165000,Pending,Bronx,1.0
other,Multi-family home for sale,9,3,2276.0,United States,40.8325102,-73.8947147,829000,Pending,Bronx,3.0
other,House for sale,6,3,2184.207862,United States,40.6108399,-73.9647401,3595000,Pending,Brooklyn,2.0
other,Co-op for sale,1,1,2184.207862,New York,40.684563,-73.914482,185000,Pending,Brooklyn,1.0
Brokered by Corcoran East Side,Co-op for sale,4,6,3841.0,New York,40.7825765,-73.9578338,11175000,Pending,Manhattan,0.6666666666666666
Brokered by Keller Williams NYC,Co-op for sale,1,1,2184.207862,Queens County,40.7291666,-73.8619839,299000,Pending,Queens,1.0
other,Condo for sale,2,3,1724.0,New York,40.7779756,-73.9551546,2245000,Pending,Manhattan,0.6666666666666666
Brokered by COMPASS,Co-op for sale,2,2,1100.0,New York,40.8827696,-73.9148245,385000,Pending,Bronx,1.0
Brokered by COMPASS,Co-op for sale,3,1,600.0,New York,40.6372695,-73.9712947,300000,Pending,Brooklyn,3.0
other,Co-op for sale,2,1,912.0,United States,40.5132319,-74.1952211,436000,Contingent,Staten Island,2.0
other,House for sale,3,2,1200.0,United States,40.651735,-73.830298,519000,Pending,Queens,1.5
Brokered by Corcoran Brooklyn Heights,Condo for sale,4,4,3100.0,New York,40.7961886,-73.949116,2999999,Pending,Manhattan,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.7800225,-73.7830402,265000,Pending,Queens,1.0
other,Co-op for sale,3,1,450.0,New York,40.6141658,-74.0353827,239000,Pending,Brooklyn,3.0
other,House for sale,3,2,1332.0,United States,40.6333903,-74.0969828,749000,Pending,Staten Island,1.5
other,Townhouse for sale,3,2,1344.0,United States,40.6364,-74.154146,315000,Pending,Staten Island,1.5
Brokered by Keller Williams NYC,Co-op for sale,1,1,2184.207862,New York,40.7369827,-73.984881,872500,Pending,Manhattan,1.0
other,Co-op for sale,1,1,2184.207862,10002,40.717924,-73.9866468,500000,Pending,Manhattan,1.0
other,Multi-family home for sale,4,2,1760.0,United States,40.735132,-73.9536334,2050000,Pending,Brooklyn,2.0
other,Co-op for sale,3,4,1993.0,New York,40.7564761,-73.7212008,959000,Pending,Queens,0.75
other,Condo for sale,2,2,1163.0,New York,40.7666839,-73.9527719,2300000,Pending,Manhattan,1.0
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,4,4,3655.0,New York,40.7046228,-73.9878238,9500000,Pending,Brooklyn,1.0
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.7380264,-74.0053843,1950000,Pending,Manhattan,1.0
other,Multi-family home for sale,3,2,1725.0,United States,40.6781645,-73.9185084,795000,Pending,Brooklyn,1.5
other,Multi-family home for sale,3,4,1900.0,United States,40.5364742,-74.2389448,789000,Pending,Staten Island,0.75
other,Condo for sale,2,2,1770.0,New York,40.7770031,-73.9611884,2999999,Pending,Manhattan,1.0
